,HPPR_G
1643,14.7
1644,15.8
1645,7.91
1646,5.5600000000000005
1647,2.8200000000000003
1648,0.9
1649,0.855
1650,13.55
1651,18.25
1652,10.33
1653,8.695
1654,7.375
1655,7.67
1656,5.025
1657,2.705
1658,2.045
1659,0.65
1660,17.55
1661,11.075
1662,9.65
1663,13.55
1664,8.715
1665,8.74
1666,6.0
1667,2.245
1668,12.2
1669,11.155000000000001
1670,17.1
1671,7.970000000000001
1672,7.98
1673,6.609999999999999
1674,4.495
1675,2.77
1676,1.1
1677,11.465
1678,13.3
1679,10.95
1680,5.109999999999999
1681,6.16
1682,6.695
1683,2.665
1684,2.7
1685,4.0649999999999995
1686,1.095
1687,13.45
1688,12.55
1689,20.85
1690,7.319999999999999
1691,9.99
1692,4.1850000000000005
1693,4.045
1694,1.95
1695,1.385
1696,15.75
1697,13.600000000000001
1698,14.149999999999999
1699,16.0
1700,5.945
1701,5.33
1702,4.83
1703,4.37
1704,3.685
1705,1.2650000000000001
1706,12.280000000000001
1707,11.25
1708,6.855
1709,6.34
1710,6.39
1711,4.640000000000001
1712,3.8449999999999998
1713,3.935
1714,2.5
1715,14.049999999999999
1716,14.3
1717,12.0
1718,4.16
1719,3.855
1720,2.165
1721,1.335
1722,0.865
1723,14.649999999999999
1724,15.399999999999999
1725,7.785
1726,10.55
1727,3.74
1728,5.015000000000001
1729,3.525
1730,4.585
1731,18.25
1732,14.100000000000001
1733,10.525
1734,10.5
1735,4.98
1736,4.935
1737,4.32
1738,2.3449999999999998
1739,1.44
1740,1.22
1741,21.65
1742,13.899999999999999
1743,11.07
1744,10.844999999999999
1745,9.57
1746,5.63
1747,5.035
1748,4.23
1749,3.155
1750,2.02
1751,3.175
1752,0.595
1753,14.75
1754,20.35
1755,9.379999999999999
1756,7.625
1757,7.015000000000001
1758,5.09
1759,5.605
1760,1.98
1761,26.55
1762,15.65
1763,14.05
1764,9.57
1765,7.800000000000001
1766,7.29
1767,7.595000000000001
1768,6.199999999999999
1769,3.705
1770,0.81
1771,0.53
1772,21.5
1773,12.149999999999999
1774,13.15
1775,11.96
1776,6.709999999999999
1777,9.865
1778,5.665
1779,3.01
1780,2.4699999999999998
1781,1.835
1782,0.72
1783,13.85
1784,18.9
1785,9.17
1786,7.1
1787,6.699999999999999
1788,3.8200000000000003
1789,1.5
1790,15.7
1791,17.45
1792,22.25
1793,15.45
1794,4.26
1795,4.17
1796,1.1800000000000002
1797,0.55
1798,0.55
1799,18.950000000000003
1800,10.355
1801,8.19
1802,9.045
1803,10.425
1804,8.719999999999999
1805,6.32
1806,1.45
1807,0.56
1808,23.85
1809,16.0
1810,13.15
1811,7.92
1812,9.085
1813,5.6850000000000005
1814,5.605
1815,2.705
1816,3.38
1817,1.91
1818,0.635
1819,13.25
1820,8.4
1821,7.375
1822,10.015
1823,2.2
1824,2.31
1825,1.87
1826,0.665
1827,0.535
1828,18.3
1829,19.55
1830,13.2
1831,6.295
1832,6.455
1833,7.46
1834,2.035
1835,18.15
1836,17.4
1837,14.25
1838,9.07
1839,5.335
1840,5.115
1841,4.445
1842,3.635
1843,2.425
1844,1.835
1845,1.9049999999999998
1846,0.8999999999999999
1847,11.870000000000001
1848,12.75
1849,6.165
1850,4.65
1851,4.765000000000001
1852,2.025
1853,16.9
1854,10.4
1855,8.655
1856,5.765000000000001
1857,5.68
1858,5.64
1859,1.805
1860,1.25
1861,12.365
1862,9.905000000000001
1863,9.7
1864,5.67
1865,1.505
1866,1.54
1867,1.795
1868,1.375
1869,7.715
1870,18.0
1871,10.26
1872,12.600000000000001
1873,10.005
1874,8.895
1875,7.405
1876,2.5300000000000002
1877,3.01
1878,1.515
1879,1.62
1880,0.64
1881,16.5
1882,8.265
1883,10.625
1884,16.25
1885,7.04
1886,2.8449999999999998
1887,2.3049999999999997
1888,2.045
1889,1.385
1890,0.835
1891,0.77
1892,16.55
1893,17.65
1894,13.1
1895,12.75
1896,7.035
1897,6.09
1898,7.31
1899,4.075
1900,3.19
1901,3.5
1902,1.9849999999999999
1903,0.64
1904,22.55
1905,16.45
1906,15.55
1907,7.345
1908,6.83
1909,5.805
1910,4.085
1911,7.095000000000001
1912,1.4449999999999998
1913,0.8700000000000001
1914,0.9750000000000001
1915,0.8150000000000001
1916,21.6
1917,15.9
1918,7.5200000000000005
1919,5.325
1920,5.215
1921,5.645
1922,3.005
1923,2.2649999999999997
1924,1.13
1925,17.65
1926,15.05
1927,9.25
1928,5.275
1929,4.3
1930,3.04
1931,3.875
1932,4.4
1933,14.1
1934,9.165
1935,10.5
1936,12.25
1937,8.24
1938,3.075
1939,1.6600000000000001
1940,19.6
1941,12.045
1942,15.0
1943,9.885
1944,3.5300000000000002
1945,3.165
1946,1.685
1947,0.6799999999999999
1948,17.25
1949,15.25
1950,6.96
1951,8.1
1952,8.085
1953,5.27
1954,4.275
1955,5.225
1956,1.835
1957,1.38
1958,12.55
1959,11.25
1960,9.870000000000001
1961,7.13
1962,4.945
1963,4.0
1964,2.645
1965,1.925
1966,2.51
1967,1.09
1968,17.5
1969,10.99
1970,9.9
1971,6.359999999999999
1972,5.574999999999999
1973,3.51
1974,3.75
1975,2.875
1976,17.25
1977,20.75
1978,11.45
1979,5.445
1980,3.05
1981,0.58
1982,21.35
1983,14.45
1984,9.254999999999999
1985,8.255
1986,9.965
1987,7.695
1988,5.8149999999999995
1989,4.495
1990,4.655
1991,1.225
1992,22.55
1993,17.65
1994,15.2
1995,14.5
1996,12.55
1997,5.574999999999999
1998,6.265000000000001
1999,2.31
2000,1.815
2001,19.299999999999997
2002,15.2
2003,15.45
2004,11.165
2005,6.095000000000001
2006,5.375
2007,3.83
2008,2.505
2009,19.55
2010,16.049999999999997
2011,14.4
2012,8.38
2013,6.32
2014,3.6899999999999995
2015,2.74
2016,1.51
2017,17.049999999999997
2018,16.25
2019,10.665
2020,4.12
2021,1.6800000000000002
2022,1.345
2023,10.585
2024,15.9
2025,12.129999999999999
2026,10.815000000000001
2027,10.725
2028,8.184999999999999
2029,7.42
2030,13.9
2031,14.65
2032,14.950000000000001
2033,8.945
2034,1.9050000000000002
2035,2.3
2036,0.815
2037,17.95
2038,14.15
2039,10.605
2040,15.7
2041,7.535
2042,11.850000000000001
2043,7.085
2044,0.785
2045,10.440000000000001
2046,9.85
2047,6.94
2048,8.46
2049,7.720000000000001
2050,5.525
2051,5.325
2052,5.734999999999999
2053,2.085
2054,0.63
2055,13.5
2056,7.9350000000000005
2057,6.35
2058,3.225
2059,1.875
2060,18.450000000000003
2061,11.245000000000001
2062,7.18
2063,8.535
2064,3.58
2065,3.405
2066,2.21
2067,22.15
2068,14.55
2069,9.405
2070,13.55
2071,6.96
2072,8.05
2073,7.865
2074,5.234999999999999
2075,4.045
2076,2.0549999999999997
2077,11.02
2078,11.04
2079,8.805
2080,11.4
2081,5.98
2082,6.0
2083,2.3
2084,1.925
2085,1.19
2086,1.0350000000000001
2087,14.350000000000001
2088,12.2
2089,20.6
2090,7.234999999999999
2091,6.345
2092,6.875
2093,9.754999999999999
2094,5.495
2095,0.56
2096,9.93
2097,9.22
2098,8.615
2099,12.9
2100,5.335
2101,4.235
2102,1.38
2103,1.325
2104,0.605
2105,11.825
2106,14.350000000000001
2107,20.45
2108,14.100000000000001
2109,5.66
2110,6.91
2111,4.05
2112,0.5449999999999999
2113,12.45
2114,14.5
2115,7.17
2116,10.25
2117,6.0
2118,5.65
2119,6.475
2120,3.61
2121,6.045
2122,4.19
2123,3.1550000000000002
2124,0.8200000000000001
2125,11.83
2126,13.65
2127,13.5
2128,5.17
2129,3.64
2130,2.05
2131,2.1
2132,1.4300000000000002
2133,0.58
2134,10.815000000000001
2135,13.7
2136,8.16
2137,10.125
2138,6.645
2139,3.835
2140,4.605
2141,1.905
2142,1.805
2143,12.399999999999999
2144,10.35
2145,7.1850000000000005
2146,7.6
2147,5.075
2148,4.54
2149,1.31
2150,0.62
2151,12.85
2152,10.65
2153,9.385
2154,15.9
2155,7.26
2156,9.260000000000002
2157,5.775
2158,5.654999999999999
2159,4.35
2160,3.215
2161,2.425
2162,15.75
2163,13.7
2164,9.965
2165,6.015000000000001
2166,6.3
2167,5.09
2168,4.545
2169,2.955
2170,2.12
2171,1.01
2172,1.4449999999999998
2173,0.675
2174,18.65
2175,10.649999999999999
2176,14.3
2177,6.4399999999999995
2178,5.33
2179,1.575
2180,15.649999999999999
2181,9.815000000000001
2182,9.504999999999999
2183,16.1
2184,8.469999999999999
2185,8.085
2186,0.94
2187,0.66
2188,17.8
2189,6.734999999999999
2190,4.72
2191,4.37
2192,3.47
2193,2.665
2194,0.675
2195,0.55
2196,11.83
2197,11.350000000000001
2198,9.405000000000001
2199,6.505000000000001
2200,6.265000000000001
2201,3.395
2202,2.15
2203,1.05
2204,11.05
2205,10.9
2206,9.89
2207,6.404999999999999
2208,3.885
2209,3.1950000000000003
2210,2.07
2211,0.565
2212,7.87
2213,7.115
2214,5.08
2215,3.92
2216,3.7649999999999997
2217,5.355
2218,0.72
2219,0.56
2220,16.5
2221,20.05
2222,12.95
2223,8.3
2224,4.425000000000001
2225,5.355
2226,3.6449999999999996
2227,1.995
2228,1.925
2229,16.9
2230,10.19
2231,9.004999999999999
2232,7.525
2233,7.705
2234,7.575
2235,7.449999999999999
2236,4.575
2237,3.085
2238,3.295
2239,1.355
2240,1.4100000000000001
2241,15.6
2242,8.585
2243,5.3100000000000005
2244,4.745
2245,7.97
2246,7.285
2247,2.5300000000000002
2248,1.62
2249,1.745
2250,0.53
2251,13.3
2252,10.415
2253,9.165
2254,13.7
2255,6.6850000000000005
2256,4.38
2257,2.37
2258,1.085
2259,0.875
2260,14.75
2261,12.649999999999999
2262,8.33
2263,8.235
2264,4.18
2265,1.67
2266,13.7
2267,25.700000000000003
2268,16.55
2269,13.65
2270,16.299999999999997
2271,12.1
2272,9.875
2273,2.41
2274,2.895
2275,1.665
2276,21.7
2277,8.870000000000001
2278,11.129999999999999
2279,13.45
2280,7.265
2281,5.115
2282,1.9900000000000002
2283,1.2149999999999999
2284,1.795
2285,1.4649999999999999
2286,22.049999999999997
2287,10.565000000000001
2288,11.5
2289,9.04
2290,8.6
2291,5.215
2292,3.25
2293,2.475
2294,2.945
2295,12.295
2296,14.25
2297,3.6
2298,3.185
2299,2.24
2300,2.165
2301,13.399999999999999
2302,11.7
2303,11.2
2304,2.46
2305,14.100000000000001
2306,11.05
2307,9.675
2308,5.575
2309,4.54
2310,3.2750000000000004
2311,2.5549999999999997
2312,1.2
2313,2.065
2314,0.595
2315,16.4
2316,15.149999999999999
2317,15.350000000000001
2318,8.995000000000001
2319,2.935
2320,1.55
2321,1.555
2322,0.78
2323,0.98
2324,11.745000000000001
2325,10.95
2326,7.265
2327,7.720000000000001
2328,5.55
2329,3.41
2330,2.6799999999999997
2331,2.01
2332,0.95
2333,1.075
2334,13.9
2335,9.64
2336,8.684999999999999
2337,5.01
2338,4.51
2339,4.41
2340,3.25
2341,3.3899999999999997
2342,0.8
2343,1.0699999999999998
2344,0.5800000000000001
2345,22.85
2346,8.385
2347,5.635
2348,6.42
2349,5.5
2350,1.805
2351,0.66
2352,15.35
2353,6.875
2354,7.08
2355,4.02
2356,1.185
2357,1.21
2358,1.005
2359,1.505
2360,13.3
2361,9.59
2362,7.265000000000001
2363,5.525
2364,3.5700000000000003
2365,1.2
2366,1.28
2367,1.04
2368,11.265
2369,12.65
2370,7.4
2371,5.335
2372,4.685
2373,4.155
2374,1.98
2375,0.81
2376,12.85
2377,13.8
2378,19.7
2379,7.305
2380,4.585
2381,2.325
2382,2.115
2383,1.115
2384,26.1
2385,18.15
2386,15.2
2387,19.7
2388,5.455
2389,9.5
2390,4.7
2391,5.3100000000000005
2392,3.99
2393,2.6799999999999997
2394,1.245
2395,12.855
2396,20.5
2397,13.25
2398,11.45
2399,8.059999999999999
2400,8.05
2401,5.31
2402,5.035
2403,0.725
2404,16.2
2405,14.4
2406,7.460000000000001
2407,7.07
2408,7.275
2409,4.05
2410,1.7449999999999999
2411,1.525
2412,20.9
2413,13.25
2414,9.93
2415,17.8
2416,10.695
2417,7.334999999999999
2418,3.825
2419,2.9050000000000002
2420,2.285
2421,16.45
2422,13.09
2423,10.21
2424,14.75
2425,13.35
2426,9.135
2427,1.225
2428,0.725
2429,0.585
2430,0.75
2431,0.545
2432,11.045
2433,10.815
2434,11.2
2435,7.859999999999999
2436,5.92
2437,5.3100000000000005
2438,2.465
2439,0.515
2440,23.450000000000003
2441,17.0
2442,8.44
2443,11.26
2444,3.675
2445,3.0149999999999997
2446,2.275
2447,1.155
2448,1.46
2449,0.79
2450,24.5
2451,13.950000000000001
2452,12.7
2453,19.6
2454,14.399999999999999
2455,5.345000000000001
2456,4.395
2457,3.3200000000000003
2458,3.0549999999999997
2459,13.55
2460,14.0
2461,8.385
2462,12.515
2463,15.5
2464,6.91
2465,4.145
2466,5.495
2467,3.215
2468,8.83
2469,11.65
2470,8.605
2471,6.3950000000000005
2472,7.6450000000000005
2473,6.425000000000001
2474,4.465
2475,2.145
2476,1.345
2477,1.885
2478,14.15
2479,7.32
2480,10.5
2481,10.6
2482,7.084999999999999
2483,1.2799999999999998
2484,1.315
2485,0.575
2486,7.0649999999999995
2487,13.3
2488,10.33
2489,10.3
2490,8.155
2491,6.710000000000001
2492,5.885
2493,1.7200000000000002
2494,0.5800000000000001
2495,12.65
2496,6.095000000000001
2497,5.795
2498,4.1049999999999995
2499,3.945
2500,3.09
2501,12.350000000000001
2502,6.515000000000001
2503,13.7
2504,8.155
2505,8.64
2506,9.17
2507,4.845
2508,3.98
2509,1.175
2510,0.795
2511,14.55
2512,14.8
2513,7.744999999999999
2514,5.07
2515,5.01
2516,4.32
2517,2.35
2518,1.415
2519,11.535
2520,10.45
2521,8.895
2522,9.4
2523,6.67
2524,6.425
2525,7.55
2526,1.565
2527,1.5099999999999998
2528,12.5
2529,13.3
2530,12.65
2531,6.07
2532,6.015
2533,4.965
2534,1.095
2535,11.850000000000001
2536,9.3
2537,8.78
2538,6.295
2539,5.35
2540,3.01
2541,1.5550000000000002
2542,9.620000000000001
2543,10.25
2544,10.24
2545,14.95
2546,6.9350000000000005
2547,6.03
2548,4.835
2549,1.3599999999999999
2550,12.8
2551,11.215
2552,17.45
2553,7.695
2554,4.92
2555,3.955
2556,3.7299999999999995
2557,3.59
2558,2.2800000000000002
2559,13.05
2560,13.57
2561,16.15
2562,10.184999999999999
2563,4.72
2564,4.64
2565,2.275
2566,2.16
2567,1.99
2568,13.45
2569,11.530000000000001
2570,9.22
2571,14.7
2572,8.55
2573,5.45
2574,4.485
2575,1.51
2576,1.725
2577,12.775
2578,9.105
2579,11.3
2580,7.885
2581,7.8100000000000005
2582,5.53
2583,4.53
2584,2.3899999999999997
2585,1.425
2586,0.745
2587,11.23
2588,12.95
2589,7.715
2590,6.915
2591,6.51
2592,6.165
2593,4.45
2594,1.7349999999999999
2595,1.9899999999999998
2596,1.565
2597,13.15
2598,6.904999999999999
2599,16.1
2600,4.84
2601,5.21
2602,3.745
2603,3.645
2604,0.64
2605,23.5
2606,12.399999999999999
2607,13.65
2608,8.565
2609,9.295
2610,5.265000000000001
2611,6.42
2612,3.215
2613,7.86
2614,8.66
2615,6.21
2616,6.865
2617,6.615
2618,6.09
2619,4.445
2620,4.425
2621,1.75
2622,13.600000000000001
2623,8.675
2624,6.895
2625,6.050000000000001
2626,7.654999999999999
2627,4.59
2628,4.235
2629,3.585
2630,3.23
2631,1.4249999999999998
2632,2.0700000000000003
2633,0.86
2634,0.52
2635,11.899999999999999
2636,11.100000000000001
2637,6.744999999999999
2638,4.07
2639,3.17
2640,3.815
2641,1.585
2642,0.76
2643,1.1099999999999999
2644,0.5449999999999999
2645,7.675000000000001
2646,10.455
2647,8.8
2648,10.1
2649,9.54
2650,6.449999999999999
2651,3.5
2652,1.065
2653,0.755
2654,1.16
2655,0.68
2656,0.5349999999999999
2657,13.75
2658,17.75
2659,9.445
2660,7.09
2661,6.674999999999999
2662,1.31
2663,1.525
2664,1.21
2665,0.75
2666,17.25
2667,12.355
2668,7.855
2669,5.529999999999999
2670,2.505
2671,2.725
2672,2.1799999999999997
2673,1.4649999999999999
2674,0.8700000000000001
2675,14.0
2676,16.5
2677,6.720000000000001
2678,7.345
2679,4.81
2680,4.115
2681,4.605
2682,1.08
2683,1.27
2684,20.45
2685,8.225
2686,12.1
2687,14.8
2688,4.81
2689,2.7649999999999997
2690,3.18
2691,1.575
2692,1.02
2693,0.585
2694,15.600000000000001
2695,12.1
2696,11.9
2697,9.285
2698,6.425000000000001
2699,4.635
2700,8.02
2701,3.825
2702,4.17
2703,3.315
2704,1.32
2705,0.53
2706,11.45
2707,8.74
2708,6.1850000000000005
2709,4.785
2710,5.23
2711,3.9450000000000003
2712,2.4000000000000004
2713,1.3
2714,15.350000000000001
2715,12.5
2716,6.515
2717,4.545
2718,4.965
2719,3.875
2720,1.985
2721,2.105
2722,1.825
2723,1.58
2724,1.575
2725,10.55
2726,10.04
2727,14.850000000000001
2728,11.64
2729,8.51
2730,7.295
2731,5.675
2732,2.0700000000000003
2733,2.295
2734,1.095
2735,12.155000000000001
2736,11.885
2737,8.1
2738,9.39
2739,15.9
2740,9.52
2741,2.5549999999999997
2742,1.875
2743,1.385
2744,1.175
2745,15.649999999999999
2746,14.350000000000001
2747,7.450000000000001
2748,17.65
2749,12.0
2750,7.5600000000000005
2751,4.4
2752,3.575
2753,0.9750000000000001
2754,0.5700000000000001
2755,19.0
2756,12.015
2757,16.3
2758,9.9
2759,5.9
2760,3.035
2761,1.98
2762,2.21
2763,1.83
2764,0.66
2765,15.95
2766,14.05
2767,15.4
2768,8.69
2769,5.34
2770,4.4
2771,3.975
2772,1.3199999999999998
2773,1.345
2774,10.68
2775,13.15
2776,5.795
2777,7.285
2778,5.25
2779,6.495
2780,1.325
2781,3.535
2782,0.76
2783,16.4
2784,13.5
2785,9.86
2786,11.25
2787,4.445
2788,2.565
2789,2.465
2790,1.7999999999999998
2791,2.0949999999999998
2792,14.600000000000001
2793,16.4
2794,14.5
2795,7.674999999999999
2796,7.06
2797,4.435
2798,5.28
2799,4.06
2800,3.6500000000000004
2801,2.1550000000000002
2802,1.77
2803,11.92
2804,11.850000000000001
2805,15.3
2806,11.77
2807,7.299999999999999
2808,7.675
2809,5.765
2810,5.93
2811,3.34
2812,1.615
2813,20.049999999999997
2814,12.25
2815,9.940000000000001
2816,12.600000000000001
2817,10.17
2818,7.445
2819,7.459999999999999
2820,7.609999999999999
2821,3.955
2822,0.965
2823,17.0
2824,12.399999999999999
2825,9.675
2826,7.32
2827,6.109999999999999
2828,4.38
2829,7.36
2830,6.445
2831,3.77
2832,0.855
2833,24.700000000000003
2834,15.35
2835,14.399999999999999
2836,14.5
2837,9.98
2838,10.055
2839,7.495
2840,4.945
2841,0.6799999999999999
2842,21.6
2843,12.95
2844,13.3
2845,11.515
2846,13.700000000000001
2847,7.62
2848,6.0
2849,3.33
2850,2.555
2851,1.5999999999999999
2852,22.4
2853,16.3
2854,10.85
2855,10.785
2856,9.2
2857,5.72
2858,5.0649999999999995
2859,3.4749999999999996
2860,2.95
2861,1.435
2862,0.595
2863,11.73
2864,13.65
2865,19.05
2866,9.24
2867,9.5
2868,9.145
2869,6.075
2870,3.425
2871,3.59
2872,2.3
2873,4.305
2874,1.335
2875,1.155
2876,13.2
2877,14.85
2878,9.605
2879,20.35
2880,7.655
2881,10.025
2882,7.78
2883,4.93
2884,2.0
2885,1.245
2886,20.9
2887,13.75
2888,12.95
2889,7.07
2890,10.4
2891,7.305
2892,4.935
2893,3.695
2894,3.05
2895,3.16
2896,15.6
2897,12.945
2898,16.4
2899,8.865
2900,3.86
2901,4.795
2902,1.4649999999999999
2903,1.37
2904,1.01
2905,0.8999999999999999
2906,1.01
2907,20.9
2908,15.8
2909,20.3
2910,11.05
2911,4.345000000000001
2912,2.045
2913,1.27
2914,1.165
2915,18.75
2916,10.465
2917,14.9
2918,8.755
2919,10.05
2920,5.79
2921,4.4350000000000005
2922,5.655
2923,3.33
2924,0.735
2925,17.1
2926,6.655
2927,14.399999999999999
2928,9.045
2929,8.9
2930,9.535
2931,7.285
2932,3.4850000000000003
2933,2.4850000000000003
2934,2.725
2935,2.4699999999999998
2936,1.315
2937,0.9550000000000001
2938,15.75
2939,14.95
2940,10.565000000000001
2941,8.945
2942,5.4350000000000005
2943,6.26
2944,6.025
2945,3.855
2946,4.525
2947,6.66
2948,3.28
2949,1.37
2950,1.35
2951,13.95
2952,11.25
2953,8.049999999999999
2954,8.27
2955,5.895
2956,5.48
2957,3.77
2958,1.5350000000000001
2959,2.33
2960,24.65
2961,21.0
2962,14.100000000000001
2963,10.35
2964,6.994999999999999
2965,7.83
2966,5.8100000000000005
2967,5.9
2968,2.2649999999999997
2969,1.6800000000000002
2970,12.45
2971,15.55
2972,12.094999999999999
2973,10.95
2974,10.649999999999999
2975,4.99
2976,7.52
2977,3.07
2978,1.0
2979,0.9099999999999999
2980,0.6
2981,15.45
2982,16.0
2983,17.0
2984,9.585
2985,6.619999999999999
2986,5.295
2987,5.875
2988,3.91
2989,2.07
2990,1.145
2991,18.75
2992,12.1
2993,11.385000000000002
2994,5.265000000000001
2995,1.255
2996,1.105
2997,1.1
2998,17.9
2999,23.0
3000,17.2
3001,12.58
3002,9.58
3003,8.385
3004,4.66
3005,2.755
3006,0.7000000000000001
3007,21.3
3008,12.600000000000001
3009,14.4
3010,15.5
3011,8.549999999999999
3012,9.695
3013,10.45
3014,5.074999999999999
3015,6.725
3016,2.275
3017,0.965
3018,0.825
3019,12.445
3020,15.75
3021,8.84
3022,7.5
3023,14.15
3024,8.525
3025,5.885
3026,1.985
3027,0.585
3028,15.05
3029,17.45
3030,10.879999999999999
3031,12.9
3032,8.765
3033,4.68
3034,2.4699999999999998
3035,1.0550000000000002
3036,1.51
3037,14.65
3038,21.5
3039,9.975
3040,15.8
3041,8.265
3042,7.345
3043,6.430000000000001
3044,4.025
3045,4.095000000000001
3046,5.525
3047,2.5700000000000003
3048,14.35
3049,8.78
3050,11.325
3051,21.700000000000003
3052,8.3
3053,7.33
3054,10.55
3055,4.885
3056,13.75
3057,11.775
3058,11.7
3059,18.5
3060,11.5
3061,7.23
3062,7.57
3063,10.32
3064,7.6
3065,1.735
3066,1.24
3067,14.600000000000001
3068,14.2
3069,8.28
3070,17.55
3071,5.75
3072,5.54
3073,4.125
3074,5.355
3075,2.31
3076,0.8899999999999999
3077,12.875
3078,9.175
3079,16.5
3080,10.915
3081,6.735
3082,6.17
3083,3.0949999999999998
3084,2.325
3085,2.565
3086,20.25
3087,8.885
3088,10.309999999999999
3089,6.625
3090,4.41
3091,2.765
3092,1.81
3093,1.6749999999999998
3094,1.2149999999999999
3095,0.77
3096,0.7
3097,20.799999999999997
3098,11.035
3099,12.5
3100,14.15
3101,8.79
3102,1.87
3103,0.97
3104,1.03
3105,0.8150000000000001
3106,16.95
3107,12.649999999999999
3108,9.165
3109,11.85
3110,7.705
3111,8.775
3112,3.135
3113,2.585
3114,0.815
3115,0.685
3116,13.100000000000001
3117,14.7
3118,7.805
3119,11.95
3120,14.3
3121,7.720000000000001
3122,4.48
3123,2.495
3124,15.75
3125,10.83
3126,6.045
3127,12.55
3128,6.630000000000001
3129,8.65
3130,3.625
3131,3.3150000000000004
3132,0.945
3133,14.95
3134,9.95
3135,9.75
3136,9.95
3137,7.279999999999999
3138,2.385
3139,1.255
3140,1.93
3141,0.635
3142,0.925
3143,13.9
3144,16.2
3145,11.105
3146,14.7
3147,8.975000000000001
3148,6.635
3149,1.895
3150,1.25
3151,0.775
3152,17.85
3153,13.25
3154,14.75
3155,9.105
3156,7.97
3157,3.2299999999999995
3158,1.355
3159,1.24
3160,1.7149999999999999
3161,13.25
3162,11.95
3163,14.6
3164,7.515000000000001
3165,8.745000000000001
3166,6.795
3167,2.415
3168,1.155
3169,0.785
3170,11.305
3171,10.6
3172,7.225
3173,7.855
3174,6.225
3175,10.475
3176,4.62
3177,0.7749999999999999
3178,0.885
3179,16.85
3180,9.2
3181,11.254999999999999
3182,7.605
3183,4.37
3184,3.0549999999999997
3185,2.79
3186,18.1
3187,9.4
3188,9.75
3189,17.95
3190,8.08
3191,5.925
3192,6.08
3193,2.17
3194,1.605
3195,1.5350000000000001
3196,15.4
3197,9.26
3198,5.484999999999999
3199,4.359999999999999
3200,2.5149999999999997
3201,1.985
3202,1.47
